username,chat,emotion,toxicity
neverland,di naman sila pumupunta sa setup ko,neutral,not toxic
neverland,diba pwedeing isa lang mayari neto hhaha,disgust,sarcasm
CE somi#zenin,dick,disgust,sexism
Midnighttt #noob,die,anger,cyberbullying
Vanitas#Enzo,Die,anger,Cyberbullying
Jape,diff,disgust,Cyberbullying
Nachos#5698,diff,disgust,MM complaints
DRB Ashen#kity,diff,disgust,MM complaints
Gustavo #KDK,Diff,disgust,MM complaints
Bunchun#7up,diff,disgust,MM complaints
pheyb #ajn,diff,disgust,MM complaints
R3DMATRIX#0609,diff,disgust,MM complaints
nabi #bzbzz,diff,disgust,MM complaints
XH Makie#1802,diff,disgust,MM complaints
Player1#2110,Diff (noob),anger,Cyberbullying
xieka #000,diff(insert agent name),anger,sarcasm
xieka #000,diff(insert agent name),anger,sarcasm
TheSacredCat #1222,Different language cussing,anger,Cyberbullying
0,different languages swear words,anger,Cyberbullying
Zoey #0623,diff's,anger,MM complaints
LC5 MYCK #12345,dika marunong,anger,blaming others
House #2257,dink,neutral,not toxic
West Virginia #Htdog,Dito,neutral,not toxic
elysiarson#bro,do better,disgust,blaming others
Szakki#szaki,do not play valorant if you are new:<,anger,Cyberbullying
NRX Jae eon#999,do you guys have mic,neutral,not toxic
Manang Grasiya#1106,do you have discord?,neutral,not toxic
daddy#siwon,do you have mic bro?,neutral,not toxic
CrisEvans #0912,Do you have mic?,neutral,not toxic
Manang Grasiya#1106,do you wanna play duo after this game?,happy,not toxic
Di ko tanda ign ko. Mag answer nalang ako hahaha,dog,disgust,Cyberbullying
sve#10969,dog,disgust,Cyberbullying
YoreL#LeroY,dog,disgust,Cyberbullying
RememberTheBeat #0220,dog,disgust,Cyberbullying
bubbles#0217,Dogsh*t,anger,Cyberbullying
RememberTheBeat #0220,dogshit,anger,Cyberbullying
sujin #9488,dogshit,anger,cyberbullying
Marius#9310,dogshit,anger,cyberbullying
ray4c#1103,dogshit,anger,cyberbullying
Schizophrenic #Krazy,Dogshit,anger,cyberbullying
DDU alvinj #ECE,dogshit,anger,cyberbullying
Sourcrem #potat,dogshit,anger,cyberbullying
Yaroツ#pork,Dogshit,anger,cyberbullying
mangopie#pie,dogshit,anger,cyberbullying
NRX Jae eon#999,dogshit,anger,cyberbullying
Zero Sevet #NOCAP,dogshit player,anger,cyberbullying
Jape,don’t be a dumb,disgust,MM complaints
Saberu,dont bark viper,disgust,EBR complaints
Saberu,dont cap you never touched grass,disgust,Cyberbullying
H3CCO2CH2CH3 #ester,dont ever play again,disgust,Cyberbullying
The Unforgiven #makuu,dont i really have a game sense? what is game sense,neutral,sarcasm
"hello, i dont have a valorant account na since binenta ko sya dahil wala na me nakakalaro pero pinagsisihan din",DONT PEEK,neutral,not toxic
Kana,dont peek mid door,neutral,not toxic
Zoey #0623,dont play valo cause u're a girl,disgust,sexism
Kuroi_Inu #cmd,Dont play valorant lol,disgust,cyberbullying
Vaaaaaaaaaaaann#2087,Don't Rotate ,disgust,not toxic
Rin#Luts,don't tell me what to do,disgust,gamesplaining
Onikku,DONTCHU WORRY MY GUY,happy,not toxic
Saberu,dragon deez nuts on your face,anger,sexism
Kana,drone,neutral,not toxic
neverland,drop,neutral,not toxic
Burakdoy #0911,drop,neutral,not toxic
Jape,Drop vandal mid. ty,neutral,not toxic
Burakdoy #0911,duel,anger,not toxic
rosie binx #mochi,duelist noob,anger,blaming others
cogie#rei,dum fukk,anger,cyberbullying
0,Dumb,anger,cyberbullying
nami#1905,dumb,anger,Cyberbullying
2996,dumb,anger,cyberbullying
Nek0#meoww,dumb,anger,cyberbullying
Vera Gaming #Dyan,Dumb,anger,cyberbullying
xrazy jane#mello,dumb,anger,cyberbullying
mariebiscuits #6967,Dumb,disgust,cyberbullying
crunch#JIE,dumb,disgust,cyberbullying
Sanibeu#DDG,Dumb,disgust,cyberbullying
jlq#4721,dumb,disgust,cyberbullying
elysiarson#bro,dumb,disgust,cyberbullying
Zeai#AJMNB,dumb,disgust,cyberbullying
clementine #KAIS,dumb,disgust,cyberbullying
LikMaB#alls,Dumb,disgust,cyberbullying
Ryuichii #2176,DUMB,disgust,cyberbullying
NRX Jae eon#999,dumb,disgust,cyberbullying
smithereens #1111,dumb,disgust,cyberbullying
pancake #dgaf,dumb,anger,cyberbullying
0,dumb,anger,cyberbullying
fatee#rowr,dumb,anger,cyberbullying
Annastasius#Kath,dumb,anger,cyberbullying
La muerte #1412,dumb,anger,cyberbullying
Chanchi#2004,dumb,anger,cyberbullying
nabi #bzbzz,dumb,anger,cyberbullying
HanJ#8528,dumb,anger,cyberbullying
catseukki#WENZ,dumb,anger,cyberbullying
nami#1905,dumb,anger,cyberbullying
Spear#PH1,Dumb,anger,cyberbullying
Thing#achie,Dumb,anger,cyberbullying
Yaroツ#pork,Dumb,anger,cyberbullying
0,dumb,anger,cyberbullying
nihoe #meowr,dumb,anger,cyberbullying
Zoe Potato#zoe,dumb af,disgust,cyberbullying
Czareme #ggs,dumb as fck,anger,cyberbullying
XH gelocin#jakem,dumb bitch,disgust,sexism
Lwyslo#SMN,dumb fuck,anger,cyberbullying
愛 Soleil#bub,Dumb fuck,anger,cyberbullying
Pikayuls#GEAR,dumbass,anger,cyberbullying
Yumi Noona#Lewd,Dumbass,anger,cyberbullying
Mista#four,dumbass,anger,cyberbullying
DaBoMi#mob1,dumbass,anger,cyberbullying
I hate Reyna#8591,dump,anger,cyberbullying
DRM Aim Bot #PJAY,dun,neutral,not toxic
Ninsbaby#Ganda,dun sa mid,neutral,not toxic
neverland,e bat mo knha spike,anger,RNG complaints
Leo #cal,e girl ka ba pangit mo maglaro,disgust,sexism
Leeey#2003,earrape,disgust,cyberbullying
RoDe0#69420,eat shit,disgust,cyberbullying
neverland,EFK,neutral,not toxic
SZN Aoi #shawn,Engot ko hahaha,sad,not toxic
Gezzenova #NA1,entry,disgust,blaming others
PRKN VINCE #Queen,entry,disgust,blaming others
0,entry,neutral,not toxic
Saberu,entry duelist,disgust,Gamesplaining
Saberu,entry frags where,disgust,blaming others
I hate Reyna#8591,ETc,disgust,not toxic
ARTS Hoshiko #EXR,Etc,disgust,not toxic
Adult Hipster #6969,"etc.
Ang dami tbh kahit ako pa mismo nabuhat namumura padin ako nang dahil lang sa babae ako :/",disgust,sexism
Pulutang Ene #cesca,Every explicit word,disgust,cyberbullying
neverland,EW,disgust,cyberbullying
14th Element,ew,disgust,Cyberbullying
Zoe Potato#zoe,ew,disgust,cyberbullying
GT BLACKSHEEP # XIE,EYY GAGOOOO,anger,cyberbullying
Saberu,Ez,happy,not toxic
Saberu,ez,disgust,sarcasm
Saberu,EZ,disgust,sarcasm
Saberu,eZ,disgust,sarcasm
Kana,EZ,disgust,sarcasm
Jayx,Ez,disgust,sarcasm
neverland,Ez,disgust,Sarcasm
Czareme #ggs,ez,happy,not toxic
Asclepius #danic,ez,happy,not toxic
INS Leo#Shawn,ez,happy,not toxic
Sleazex#RAKK,ez,happy,not toxic
DRB Ashen#kity,ez,happy,not toxic
Going Merry#0428,ez,happy,not toxic
Chicken Adobo#Les,Ez,happy,not toxic
strawberry #mica,ez,happy,not toxic
Mamas boyyy #Cobe,ez,happy,not toxic
laufeyson #3796,ez,happy,not toxic
chou tzuyu #6523,ez,happy,not toxic
Yuta #2934,ez,happy,not toxic
zerre#cire,ez,happy,not toxic
JigZaw #1323,ez,happy,not toxic
MiNayeon#PENGU,ez,happy,not toxic
Rie Lennox #Ysa,ez,happy,not toxic
SS Tacenda #meer,ez,happy,not toxic
Ryiou #7777,ez,happy,not toxic
Gustavo #KDK,Ez,happy,not toxic
pototo#ugh,ez,happy,not toxic
Radish#rrrr,ez,happy,not toxic
rein #yara,ez,happy,not toxic
HS Akane不 #HonoS,ez,happy,not toxic
A3SPA KyZ3N#00001,ez,happy,not toxic
Giyu#SLYR,EZ,anger,sarcasm
OnlyJudgCanGodMe #BLSSD,ez,happy,not toxic
vic sotto#EXSNT,ez,disgust,sarcasm
Gezzenova #NA1,EZ,anger,sarcasm
Chinokate#2505,ez,disgust,sarcasm
nisa#8352,ez,disgust,sarcasm
ONIG#nani,ez,disgust,sarcasm
EMP Veldora#GAGO,ez,disgust,sarcasm
GnC Jon Snow#CHA,ez,happy,not toxic
McDanolds#Coke,Ez,happy,not toxic
Bunchun#7up,ez,happy,not toxic
KPY Eru #001,ez,disgust,sarcasm
greenapple#0401,ez,happy,not toxic
kyo#yel,ez,happy,not toxic
ylysah#mer,ez,happy,not toxic
Thing#achie,Ez,disgust,sarcasm
Shaquille Reneel #ong,ez,happy,not toxic
NinJayx#5601,ez,happy,not toxic
pheyb #ajn,ez,happy,not toxic
nakamoto yuta#127,ez,happy,not toxic
Hamburger#pls,Ez,happy,not toxic
KingQueen#jeff,ez,happy,not toxic
UFC Hot Sauce #UFCHS,Ez,happy,not toxic
Sora#ODRI,ez,happy,not toxic
Vaxi#Vaxi,EZ,anger,sarcasm
kaitoch4n#khai,ez,happy,not toxic
Tap #0000,EZ,happy,not toxic
mangopie#pie,ez,happy,not toxic
Fleur Du Soleil #Asura,ez,happy,not toxic
hesoyam#ggez,EZ,anger,sarcasm
bitWise#OPRTR,EZ,happy,not toxic
R3DMATRIX#0609,ez,happy,not toxic
I See That Im #ceeg,ez,happy,not toxic
RAGING T1TE !vamos,Ez,happy,not toxic
YoreL#LeroY,Ez,happy,not toxic
yoriii#zoom,ez,happy,not toxic
HanJ#8528,ez,disgust,sarcasm
bagal #3250,ez,happy,not toxic
Miloii #meow,ez,happy,not toxic
eris #gebb,ez,happy,not toxic
eris #gebb,ez,happy,not toxic
eris#gebb,ez,happy,not toxic
OGLSC#neil,ez,happy,not toxic
Kuro#9045,ez,happy,not toxic
R0R0N0A Z0R0#1234,ez,happy,not toxic
Soleil Cramoisi#SEUL,EZ,happy,not toxic
うねり#meili,ez,happy,not toxic
amity#ars,ez,happy,not toxic
Alysay#1004,ez,happy,not toxic
onin#ekis,ez,disgust,sarcasm
ego #1468,EZ,disgust,sarcasm
keyleeeee#00001,ez,happy,not toxic
Zero Integral #AVI,ez,happy,not toxic
chou tzuyu #6523,ez,disgust,sarcasm
HS Akane不 #HonoS,ez,disgust,sarcasm
kyo#yel,ez,disgust,sarcasm
Eurza350,'Ez',happy,not toxic
Jayx,ez 11-13 lol,disgust,sarcasm
GEORGINA #RG28,ez amp,disgust,sarcasm
Son#8913,Ez and noob chat,disgust,sarcasm
MINATOZAKIサナ #Maki,Ez and noobs,disgust,sarcasm
iMissHer #hesk,ez game,happy,not toxic
ecniv#0405,ez game,happy,not toxic
Xiaya#cutie,ez kids,disgust,ageism
Arlecchino#9701,Ez kids,disgust,ageism
yawards #maraj,ez mga bobo,anger,cyberbullying
Shinatora#2900,EZ mga bobo,anger,cyberbullying
emjaycee#ASTRO,EZ NOOB,anger,cyberbullying
Naofumi#0721,ez noobs,anger,cyberbullying
Wally Bayola#2774,ez win,disgust,sarcasm
WIR Gyozaaa#3025,EZ.,happy,not toxic
Saberu,eZZ,disgust,sarcasm
Saberu,eZZ,disgust,sarcasm
Saberu,EZZ,disgust,sarcasm
Saberu,eZZ WIN,disgust,sarcasm
Alexis#Sol,f u,anger,cyberbullying
DRB Ashen#kity,F U,anger,cyberbullying
bubbles#0217,F*ck,anger,cyberbullying
Sen Otenz#666,F*ck,anger,cyberbullying
Jape,Fade signals Dangernear B Rafters,neutral,not toxic
BBG chicken#jen,Faggot,anger,cyberbullying
Doctor Zhivago#1393,faggot,anger,cyberbullying
keshii#zZzzZ,fatherless,anger,cyberbullying
Hyde #JAAB,fck,anger,cyberbullying
cupcakebulle#noaim,fck ur mom,anger,cyberbullying
cupcakebulle#noaim,fck you,anger,cyberbullying
Rin#Luts,Fck you,anger,cyberbullying
mustard #tin,fcking braindead,anger,cyberbullying
Marii#8888,fcking idiot,anger,cyberbullying
mustard #tin,fcking noob,anger,cyberbullying
Itsviiiii #cute,feeder,anger,Cyberbullying
neverland,feeling amp,anger,Cyberbullying
neverland,feeling amp,anger,Cyberbullying
neverland,feeling magaling kasi top fra,anger,EBR complaints
neverland,feeling paper rex,anger,sarcasm
kaorikoko #cry,FF,neutral,not toxic
Markehfi #del,ff,disgust,cyberbullying
Sunsooo#Sloth,FF,disgust,cyberbullying
FINESSE#OPTC,FF,happy,not toxic
OGLSC#neil,ff,happy,not toxic
NX Rikapyon#king,FF na kayo,disgust,cyberbullying
XH gelocin#jakem,ff wasting my time with dumb team,anger,MM complaints
Shizuwu,first time playing this map dont bully me :(,neutral,not toxic
Aiko#0425,fk,sad,not toxic
potato#uror,"fk *agent that he/she uses*
BOBO",anger,cyberbullying
Nek0#meoww,fk ur mom,anger,cyberbullying
Rirawr#1017,Flank,neutral,not toxic
Scrix#9697,flank,neutral,not toxic
neverland,forsaken,neutral,not toxic
Iskiri,fr,surprise,not toxic
Jape,fr fr,surprise,sarcasm
Jape,frfr,surprise,not toxic
Jape,fstg,neutral,not toxic
Yakiniku#Ramen,Fuck,surprise,cyberbullying
Kuys #ayban,fuck,sad,not toxic
Zaelleeeeeee#0143,fuck,sad,EBR complaints
H3CCO2CH2CH3 #ester,Fuck,surprise,EBR complaints
NRX Jae eon#999,fuck,sad,EBR complaints
SSPH 麗直#715,Fuck,anger,not toxic
Lotus#sugar,fuck,anger,cyberbullying
nabi #bzbzz,fuck,sad,not toxic
PandaBaby #BABY,fuck,surprise,not toxic
machu,fuck nigger,anger,Racism
14th Element,fuck off,anger,RNG complaints
Panda#Pondo,Fuck off,anger,RNG complaints
Shizuwu,fuck u,sad,Cyberbullying
Sanibeu#DDG,fuck u,anger,RNG complaints
A3SPA KyZ3N#00001,fuck u,anger,cyberbullying
Calmpath #9409,fuck u,sad,cyberbullying
Marii#8888,fuck ur mom,anger,RNG complaints
14th Element,fuck you,anger,Cyberbullying
Hate #qtqt,Fuck you,sad,cyberbullying
Stratøm#KBand,fuck you,anger,cyberbullying
rein #yara,fuck you,disgust,RNG complaints
Vanitas#Enzo,Fuck you,disgust,cyberbullying
Lwyslo#SMN,fuck you,disgust,cyberbullying
chimken nagets #jeyzz,fuck you,disgust,RNG complaints
Miwa#0710,fuck you,sad,Cyberbullying
DROWHUNTER #2458,fuck you,sad,cyberbullying
Annastasius#Kath,fuck you,anger,cyberbullying
La muerte #1412,fuck you,anger,RNG complaints
CRZY Sundae #Sweet,fuck you,disgust,cyberbullying
caly #cutie,fuck you,disgust,cyberbullying
Leo #cal,fuck you,sad,RNG complaints
kikiDoYouLoveMe #4554,Fuck you,sad,Cyberbullying
nihoe #meowr,fuck you,anger,cyberbullying
Yumi Noona#Lewd,Fuck You,anger,cyberbullying
Hate #qtqt,Fuck you,disgust,RNG complaints
H3CCO2CH2CH3 #ester,fuck you,disgust,cyberbullying
GUYS Kensh1n #xenim,fuck you,sad,cyberbullying
Kuraidu #yAah,Fuck you,sad,RNG complaints
#POGI,FUCK YOU,anger,Cyberbullying
Aiko#0425,Fuck you,anger,cyberbullying
Jiro#9373,Fuck you ,disgust,cyberbullying
SuperMF #bert,"fuck you ""agent"" ",disgust,cyberbullying
Zeke#maro,Fuck you and your mom,anger,cyberbullying
Fry #Bait,fuck you etc.,anger,RNG complaints
HY Cue#0208,fuck you noob,anger,RNG complaints
smithereens #1111,fuck you noob,anger,RNG complaints
H3CCO2CH2CH3 #ester,fuck you stupid ass shit motherfucker,anger,RNG complaints
Panda#Pondo,fuck you.,disgust,RNG complaints
Alysay#1004,fuck yourself,disgust,cyberbullying
Vaxi#Vaxi,fucker,disgust,cyberbullying
B14SED#uWu,fucking boosted,anger,EBR complaints
elysiarson#bro,fucking Filipinos/Philippinos,disgust,Racism
Oreo#kbnjl,fucking girl,disgust,sexism
Hyeju #Kyu,Fucking idiot,disgust,EBR complaints
Maggiekarp Fnboy#1fan,Fucking Idiot,anger,EBR complaints
HS Akane不 #HonoS,fucking idiots,disgust,EBR complaints
HS Akane不 #HonoS,fucking idiots,anger,EBR complaints
Notykatsudon#0000,Fucking noob,anger,Cyberbullying
baò#huáng,Fucking noob,disgust,Cyberbullying
mellow#melo,'Fucking noob' 'retard' 'n*gger' 'please uninstall the game',disgust,Racism
KazukiNejima#Rieri,Fucking Retard,disgust,ableism
Diko na po maalala,fucking shit,anger,Cyberbullying
k j l #005,fucking stupid,sad,Cyberbullying
604,Fuvk you,anger,cyberbullying
Nvrm #2542,fuvuck u,disgust,cyberbullying
twirly#eyy,fvck,disgust,cyberbullying
CK03,fvck u,sad,Cyberbullying
オーケー # euri,fvck yvk,anger,Cyberbullying
Shizuwu,g,neutral,not toxic
Shizuwu,g,neutral,not toxic
neverland,g,neutral,not toxic
Nazzzzz #0503,G*go,anger,Cyberbullying
Jape,ga,neutral,not toxic
GT BLACKSHEEP # XIE,gagaling hays,sad,sarcasm
his toyo #womp,gagi,surprise,not toxic
artem1s #LUNA,gagi,surprise,not toxic
Jape,GAGO,surprise,Cyberbullying
Nachos#5698,gago,neutral,Cyberbullying
Potion #STIV,gago,surprise,Cyberbullying
RoDe0#69420,gago,neutral,RNG complaints
pototo#ugh,gago,anger,RNG complaints
rein #yara,gago,anger,Male preserve
#Tesla,gago,neutral,Cyberbullying
his toyo #womp,gago,surprise,Cyberbullying
Omalabs #9245,Gago,neutral,Cyberbullying
elysiarson#bro,gago,anger,RNG complaints
Beelzebub#fly,gago,anger,RNG complaints
I dont play anymore haha,gago,neutral,Male preserve
0,gago,surprise,Cyberbullying
Diko na po maalala,gago,neutral,Cyberbullying
CRZY Sundae #Sweet,gago,anger,Cyberbullying
nabi #bzbzz,gago,anger,RNG complaints
PandaBaby #BABY,gago,neutral,RNG complaints
Cosmo#2029,gago,surprise,Male preserve
keyleeeee#00001,gago,neutral,Cyberbullying
Essseine#9769,Gago,anger,Cyberbullying
EMP Veldora#GAGO,gago,anger,Cyberbullying
James reid#3161,Gago,neutral,RNG complaints
Rev1lo#haze,gago ,surprise,RNG complaints
BrokenASF#imhsm,Gago ampota,anger,Male preserve
naoki#ela,Gago ka,anger,Cyberbullying
うねり#meili,galing,happy,Cyberbullying
kaitoch4n#khai,galing,neutral,not toxic
kikiDoYouLoveMe #4554,Galing,happy,not toxic
Amira #CCCCC,Galing mo,happy,not toxic
West Virginia #Htdog,Galing mo kuya ano fb mo,happy,not toxic
GT BLACKSHEEP # XIE,galing sheeeesh,happy,not toxic
GT BLACKSHEEP # XIE,galing sheesh,happy,not toxic
RGB 0000FF#BLUE,Galing!,happy,not toxic
NinJayx#5601,galingan niyo naman,sad,RNG complaints
kyo#yel,galingan niyo pa,sad,EBR complaints
Jape,galingmo math ah,happy,sarcasm
SSunday#nocap,gandu,neutral,sarcasm
neverland,garage,neutral,not toxic
neverland,garage,neutral,not toxic
Fritzo #esj,garbage,disgust,not toxic
NON #TAE,gay,disgust,sexism
Danke Seb V5#0310,Gay,anger,sexism
Mitochondria#isthe,Gay,disgust,Cyberbullying
laufeyson #3796,Gay,neutral,Cyberbullying
DZADDY #TWICE,gay,anger,sexism
bread#F01,gay,disgust,sexism
raemraemgoaway #1113,gay,anger,Cyberbullying
BBG chicken#jen,Gay,disgust,Cyberbullying
LikMaB#alls,Gay,neutral,sexism
Kuraidu #yAah,Gay,anger,sexism
ARTS Hoshiko #EXR,gay,disgust,Cyberbullying
PandaBaby #BABY,gay,anger,Cyberbullying
0,Gay,disgust,sexism
raemraemgoaway #1113,gay,neutral,sexism
Pupibro シ #PUPI,gay,anger,Cyberbullying
Doctor Zhivago#1393,Gay,disgust,Cyberbullying
Saberu,gay judge,disgust,Cyberbullying
1NK#BFRAG,Gay odin,disgust,sexism
o7 naevis #nvstr,gay/bakla (used in a derogatory way),disgust,Cyberbullying
Doctor Zhivago#1393,gays/gaes,disgust,sexism
Markehfi #del,geegees,happy,not toxic
neverland,geez,happy,not toxic
Jayx,gegz,happy,sarcasm
Shizuwu,gekko is NPC,anger,Cyberbullying
zerre#cire,get better,sad,not toxic
Zzero0#2485,get better,sad,not toxic
Radish#rrrr,get good,sad,not toxic
Vanitas#Enzo,Get good,happy,not toxic
YoreL#LeroY,get good,neutral,not toxic
yoriii#zoom,get good,neutral,not toxic
0,Get good,happy,not toxic
Xythe #0822,Get good,happy,not toxic
Saberu,gey gey gey gey gey gey gey gey gey gey gey gey gey,anger,sexism
GT BLACKSHEEP # XIE,gg,happy,not toxic
XH Calypso #NYX,gg,sad,not toxic
XH Calypso #NYX,Gg,happy,not toxic
Shizuwu,gg,sad,not toxic
Shizuwu,gg,happy,not toxic
Shizuwu,gg,neutral,not toxic
Shizuwu,gg,happy,not toxic
Shizuwu,gg,sad,not toxic
Shizuwu,gg,happy,not toxic
Shizuwu,gg,sad,not toxic
Shizuwu,GG,happy,not toxic
Shizuwu,gg,neutral,not toxic
Shizuwu,gg,happy,not toxic
Shizuwu,gg,sad,not toxic
Saberu,gg,happy,not toxic
Saberu,gg,sad,not toxic
Saberu,gg,neutral,not toxic
neverland,gg,neutral,not toxic
neverland,Gg,happy,not toxic
neverland,gg,sad,not toxic
Maiokni,gg,happy,not toxic
machu,gg,sad,not toxic
machu,gg,neutral,not toxic
machu,gg,neutral,not toxic
machu,GG,happy,not toxic
Kana,GG,sad,not toxic
Kana,GG,happy,not toxic
Kana,gg,sad,not toxic
Kana,gg,neutral,not toxic
Kana,GG,neutral,not toxic
Kana,GG,happy,not toxic
Kana,gg,sad,not toxic
Kana,gg,happy,not toxic
Kana,gg,sad,not toxic
Kana,GG,neutral,not toxic
Kana,gg,neutral,not toxic
Jayx,gg,happy,not toxic
Jayx,GG,sad,not toxic
Jayx,gg,happy,not toxic
Jayx,GG,sad,not toxic
Jayx,gg,neutral,not toxic
Jayx,gg,neutral,not toxic
Jayx,gg,happy,not toxic
Jayx,gg,sad,not toxic
Jayx,gg,happy,not toxic
Jape,GG,sad,not toxic
Jape,gg,neutral,not toxic
Jape,gg,neutral,not toxic
neverland,gg,happy,not toxic
neverland,gg,sad,not toxic
14th Element,gg,happy,not toxic
INS Leo#Shawn,gg,sad,not toxic
Sleazex#RAKK,gg,neutral,not toxic
Mama mo Ako #2019,gg,neutral,not toxic
Hisoka Morrow #0201,Gg,happy,not toxic
JigZaw #1323,gg,sad,not toxic
Shinsquared#2020,gg,happy,not toxic
SS Tacenda #meer,gg,sad,not toxic
metach#CXQG,gg,neutral,not toxic
rein #yara,gg,neutral,not toxic
Pochita#LAB,Gg,happy,not toxic
Daniel Pamilya #4694,gg,sad,not toxic
RapyDapy#0001,GG,happy,not toxic
Gezzenova #NA1,GG,sad,not toxic
Chinokate#2505,gg,neutral,not toxic
EMP Veldora#GAGO,gg,neutral,not toxic
GKB Mochie#VIN,gg,happy,not toxic
greenapple#0401,gg,sad,not toxic
MiAmoré#zoro,gg,happy,not toxic
Thing#achie,GG,sad,not toxic
Adobs#SiR,gg,neutral,not toxic
NinJayx#5601,gg,neutral,not toxic
kaitoch4n#khai,gg,happy,not toxic
Markehfi #del,gg,happy,not toxic
bitWise#OPRTR,GG,happy,not toxic
tinapangtubol#kobe,gg,sad,not toxic
AysKreme#MVRA,gg,neutral,not toxic
guiche#lorum,GG,neutral,not toxic
andres#deii,gg,happy,not toxic
zAki #Aein,gg,sad,not toxic
FINESSE#OPTC,GG,happy,not toxic
bagal #3250,gg,sad,not toxic
Miloii #meow,gg,neutral,not toxic
widowmaker00#6786,GG,neutral,not toxic
eris #gebb,gg,happy,not toxic
eris #gebb,gg,sad,not toxic
eris#gebb,gg,happy,not toxic
OGLSC#neil,gg,sad,not toxic
うねり#meili,gg,neutral,not toxic
0,gg,neutral,not toxic
bagal #3250,gg,happy,not toxic
Tyrant.Park#000,Gg,sad,not toxic
Berith#TWICE,GG,happy,not toxic
Abystigma#TRUTH,gg,sad,not toxic
Anna#sane,Gg,neutral,not toxic
yler#11111,Gg,neutral,not toxic
TheSacredCat #1222,Gg,happy,not toxic
Potion #STIV,GG,sad,not toxic
AF Aki #Jeni,GG,happy,not toxic
